日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2017-8-9,00:00:00,0.225,0.226,0.218,0.218,3800000,839840,42,0
2017-8-10,00:00:00,0.227,0.227,0.202,0.209,19180000,4003455,168,0
2017-8-15,00:00:00,0.208,0.209,0.205,0.198,11355000,2349435,75,0
2017-8-16,00:00:00,0.193,0.197,0.183,0.195,10200000,1946285,93,0
2017-8-17,00:00:00,0.186,0.186,0.181,0.183,8665000,1586810,84,0
2017-8-18,00:00:00,0.168,0.186,0.168,0.182,2100000,359955,26,0
2017-8-21,00:00:00,0.184,0.186,0.183,0.187,3570000,657300,36,0
2017-8-22,00:00:00,0.192,0.209,0.190,0.212,3750000,738370,34,0
2017-8-24,00:00:00,0.205,0.208,0.199,0.199,4560000,929510,44,0
2017-8-25,00:00:00,0.227,0.228,0.225,0.227,3160000,718015,30,0
2017-8-28,00:00:00,0.260,0.270,0.241,0.241,9010000,2205235,115,0
2017-8-29,00:00:00,0.228,0.238,0.224,0.226,50160000,11714830,138,0
2017-8-30,00:00:00,0.236,0.250,0.228,0.240,61650000,14438550,327,0
2017-8-31,00:00:00,0.217,0.223,0.206,0.222,63420000,13760790,169,0
2017-9-1,00:00:00,0.206,0.206,0.206,0.203,10000,2060,1,0
2017-9-4,00:00:00,0.177,0.177,0.177,0.177,10000,1770,1,0
2017-9-6,00:00:00,0.171,0.171,0.167,0.167,7325000,1239680,63,0
2017-9-7,00:00:00,0.173,0.177,0.163,0.164,14765000,2510405,137,0
2017-9-8,00:00:00,0.161,0.164,0.159,0.163,4510000,727970,44,0
2017-9-11,00:00:00,0.176,0.184,0.174,0.182,2990000,524540,22,0
2017-9-12,00:00:00,0.181,0.181,0.177,0.178,5700000,1015380,66,0
2017-9-13,00:00:00,0.177,0.185,0.174,0.179,8050000,1432220,64,0
2017-9-14,00:00:00,0.175,0.180,0.170,0.179,5680000,997030,54,0
2017-9-15,00:00:00,0.171,0.184,0.171,0.177,3210000,572315,35,0
2017-9-18,00:00:00,0.183,0.184,0.183,0.183,2760000,505145,22,0
2017-9-19,00:00:00,0.177,0.178,0.170,0.171,6390000,1111835,56,0
2017-9-20,00:00:00,0.184,0.198,0.181,0.189,32810000,6339555,75,0
2017-9-21,00:00:00,0.194,0.194,0.194,0.193,25000000,4850000,5,0
2017-9-22,00:00:00,0.175,0.175,0.171,0.171,27090000,4687610,66,0
2017-9-25,00:00:00,0.167,0.169,0.162,0.163,10990000,1829480,56,0
2017-9-26,00:00:00,0.154,0.158,0.154,0.161,5120000,798820,41,0
2017-9-27,00:00:00,0.153,0.154,0.152,0.154,3560000,544400,28,0
2017-9-28,00:00:00,0.150,0.152,0.150,0.152,7910000,1193305,63,0
2017-9-29,00:00:00,0.152,0.152,0.149,0.149,7260000,1091125,66,0
2017-10-3,00:00:00,0.159,0.172,0.159,0.169,52670000,8753975,109,0
2017-10-4,00:00:00,0.174,0.175,0.167,0.167,11950000,2035805,112,0
2017-10-6,00:00:00,0.166,0.166,0.155,0.157,12840000,2050785,123,0
2017-10-9,00:00:00,0.153,0.153,0.149,0.151,1210000,183510,12,0
2017-10-11,00:00:00,0.159,0.159,0.159,0.159,10000,1590,1,0
2017-10-12,00:00:00,0.154,0.159,0.154,0.158,3560000,553790,28,0
2017-10-13,00:00:00,0.159,0.159,0.158,0.155,22240000,3533920,20,0
2017-10-16,00:00:00,0.161,0.172,0.161,0.169,9770000,1658590,82,0
2017-10-17,00:00:00,0.165,0.167,0.160,0.159,28290000,4647920,57,0
2017-10-18,00:00:00,0.155,0.155,0.143,0.144,12880000,1980840,23,0
2017-10-19,00:00:00,0.150,0.153,0.132,0.133,20560000,3093735,54,0
