日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2018-4-12,00:00:00,0.400,0.490,0.395,0.475,1100000,490800,12,0
2018-4-13,00:00:00,0.430,0.500,0.430,0.500,14230000,6587800,229,0
2018-4-16,00:00:00,0.530,0.580,0.520,0.560,8680000,4748600,129,0
2018-4-17,00:00:00,0.540,0.610,0.500,0.600,27060000,14583200,392,0
2018-4-18,00:00:00,0.530,0.620,0.520,0.550,19030000,10863300,219,0
2018-4-19,00:00:00,0.530,0.530,0.500,0.520,690000,361400,8,0
2018-4-20,00:00:00,0.520,0.560,0.520,0.560,370000,200000,5,0
2018-4-23,00:00:00,0.600,0.600,0.580,0.600,530000,315800,8,0
2018-4-24,00:00:00,0.600,0.600,0.580,0.590,560000,333100,8,0
2018-4-25,00:00:00,0.660,0.670,0.650,0.680,560000,368600,7,0
