日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2017-12-7,00:00:00,0.084,0.084,0.084,0.084,950000,79800,5,0
2017-12-8,00:00:00,0.092,0.103,0.092,0.113,2870000,288310,20,0
2017-12-11,00:00:00,0.110,0.121,0.107,0.121,3460000,385660,22,0
2017-12-12,00:00:00,0.126,0.126,0.126,0.101,180000,22680,1,0
2017-12-14,00:00:00,0.105,0.113,0.105,0.113,760000,82840,4,0
2017-12-15,00:00:00,0.107,0.107,0.104,0.104,360000,37980,2,0
2017-12-18,00:00:00,0.106,0.106,0.102,0.104,510000,53020,6,0
2017-12-19,00:00:00,0.115,0.117,0.115,0.114,290000,33550,2,0
2017-12-20,00:00:00,0.111,0.111,0.109,0.109,2280000,249470,12,0
2017-12-21,00:00:00,0.106,0.107,0.105,0.106,1860000,196620,13,0
2017-12-22,00:00:00,0.107,0.110,0.107,0.110,400000,43400,4,0
2017-12-27,00:00:00,0.103,0.104,0.103,0.102,400000,41290,5,0
2017-12-28,00:00:00,0.104,0.104,0.104,0.108,200000,20800,2,0
2017-12-29,00:00:00,0.110,0.110,0.105,0.105,980000,104890,8,0
2018-1-2,00:00:00,0.114,0.121,0.114,0.121,1560000,185220,12,0
2018-1-3,00:00:00,0.138,0.138,0.120,0.124,1720000,221430,16,0
2018-1-4,00:00:00,0.130,0.132,0.127,0.131,3140000,406100,21,0
2018-1-5,00:00:00,0.136,0.137,0.122,0.123,3740000,485960,23,0
2018-1-8,00:00:00,0.134,0.134,0.127,0.131,700000,91900,7,0
2018-1-9,00:00:00,0.138,0.147,0.138,0.142,580000,82710,8,0
2018-1-10,00:00:00,0.142,0.146,0.135,0.135,1520000,211860,17,0
2018-1-11,00:00:00,0.121,0.121,0.110,0.109,2780000,320390,19,0
2018-1-12,00:00:00,0.116,0.123,0.111,0.123,1770000,208020,13,0
2018-1-15,00:00:00,0.134,0.134,0.114,0.112,3980000,517620,28,0
2018-1-16,00:00:00,0.111,0.125,0.111,0.120,1900000,229430,18,0
2018-1-17,00:00:00,0.117,0.123,0.116,0.122,3580000,422120,30,0
2018-1-18,00:00:00,0.125,0.125,0.125,0.125,140000,17500,1,0
2018-1-23,00:00:00,0.162,0.170,0.162,0.170,230000,38860,2,0
2018-1-25,00:00:00,0.151,0.151,0.151,0.138,140000,21140,1,0
2018-1-29,00:00:00,0.178,0.183,0.178,0.170,2760000,503280,0,0
2018-1-30,00:00:00,0.164,0.165,0.149,0.149,573430000,93697770,116,0
2018-1-31,00:00:00,0.143,0.158,0.132,0.152,406880000,55797660,108,0
2018-2-1,00:00:00,0.147,0.147,0.143,0.141,1650000,239000,14,0
2018-2-2,00:00:00,0.120,0.132,0.119,0.122,2160000,269340,15,0
2018-2-5,00:00:00,0.100,0.106,0.100,0.108,660000,69000,0,0
2018-2-6,00:00:00,0.078,0.078,0.071,0.071,1370000,103900,6,0
2018-2-7,00:00:00,0.097,0.097,0.095,0.078,300000,28700,2,0
2018-2-9,00:00:00,0.058,0.064,0.058,0.067,290000,17060,3,0
2018-2-13,00:00:00,0.081,0.081,0.081,0.081,200000,16200,0,0
2018-2-14,00:00:00,0.095,0.095,0.095,0.100,200000,19000,1,0
2018-2-22,00:00:00,0.114,0.114,0.114,0.114,200000,22800,1,0
2018-2-23,00:00:00,0.128,0.128,0.116,0.120,7700000,937540,53,0
2018-2-27,00:00:00,0.120,0.120,0.101,0.099,7660000,875340,51,0
2018-2-28,00:00:00,0.089,0.090,0.078,0.079,15020000,1254580,89,0
2018-3-1,00:00:00,0.099,0.099,0.099,0.099,60000,5940,1,0
2018-3-2,00:00:00,0.088,0.088,0.088,0.088,60000,5280,2,0
2018-3-5,00:00:00,0.088,0.089,0.086,0.070,540000,47120,5,0
2018-3-7,00:00:00,0.080,0.080,0.079,0.079,2500000,198000,2,0
2018-3-13,00:00:00,0.116,0.116,0.114,0.114,300000,34500,4,0
2018-3-15,00:00:00,0.131,0.131,0.126,0.129,820000,104920,2,0
2018-3-20,00:00:00,0.105,0.120,0.105,0.116,2624220000,309185290,221,0
2018-3-21,00:00:00,0.136,0.136,0.100,0.103,8186040000,1084179824,775,0
2018-3-22,00:00:00,0.103,0.103,0.059,0.061,4928550000,392359550,667,0
2018-3-23,00:00:00,0.042,0.045,0.027,0.042,22970000,917480,120,0
2018-3-26,00:00:00,0.034,0.045,0.032,0.045,21270000,815840,73,0
2018-3-27,00:00:00,0.056,0.056,0.046,0.046,17910000,892390,39,0
2018-3-28,00:00:00,0.039,0.039,0.030,0.033,6220000,214640,33,0
2018-3-29,00:00:00,0.027,0.032,0.025,0.029,4060000,109860,30,0
2018-4-3,00:00:00,0.023,0.025,0.021,0.024,3410000,80300,14,0
2018-4-4,00:00:00,0.022,0.022,0.016,0.016,710000,13460,7,0
2018-4-6,00:00:00,0.016,0.016,0.013,0.013,5800000,81040,17,0
2018-4-9,00:00:00,0.010,0.013,0.010,0.013,2120000,24450,15,0
2018-4-10,00:00:00,0.013,0.013,0.010,0.012,6160000,67500,27,0
2018-4-11,00:00:00,0.012,0.013,0.011,0.011,480000,5780,5,0
2018-4-12,00:00:00,0.010,0.010,0.010,0.010,510000,5100,4,0
2018-4-13,00:00:00,0.010,0.010,0.010,0.010,410000,4100,1,0
