日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2018-1-2,00:00:00,0.710,0.710,0.700,0.730,16000,11280,2,0
2018-1-16,00:00:00,0.810,0.810,0.810,0.820,221600,179496,1,0
2018-1-17,00:00:00,1.020,1.190,1.020,1.180,126800,142296,11,0
2018-1-18,00:00:00,1.430,1.430,1.250,1.320,260400,342280,17,0
2018-1-19,00:00:00,1.340,1.450,1.330,1.360,78400,107968,10,0
2018-1-22,00:00:00,1.340,1.450,1.340,1.370,123200,174236,10,0
2018-1-23,00:00:00,1.340,1.410,1.340,1.390,96000,133260,12,0
2018-1-24,00:00:00,1.650,1.650,1.650,1.740,221600,365640,1,0
2018-1-31,00:00:00,1.430,1.460,1.280,1.390,271200,372692,33,0
2018-2-7,00:00:00,0.890,0.890,0.890,0.800,200000,178000,1,0
2018-2-8,00:00:00,0.710,0.710,0.710,0.710,200000,142000,1,0
2018-2-21,00:00:00,0.510,0.570,0.510,0.570,100800,55032,20,0
2018-2-22,00:00:00,0.470,0.500,0.450,0.475,1448000,682940,74,0
2018-2-27,00:00:00,0.580,0.580,0.470,0.510,353600,174150,55,0
2018-3-19,00:00:00,0.260,0.290,0.255,0.255,931200,262462,33,0
2018-3-20,00:00:00,0.255,0.255,0.217,0.230,460000,105856,15,0
2018-3-21,00:00:00,0.255,0.280,0.216,0.216,1202800,296321,56,0
2018-3-22,00:00:00,0.239,0.248,0.196,0.209,3916000,855961,31,0
2018-3-26,00:00:00,0.129,0.129,0.129,0.131,50000,6450,1,0
2018-3-27,00:00:00,0.155,0.174,0.148,0.166,9410000,1535970,79,0
2018-3-28,00:00:00,0.130,0.135,0.116,0.112,3081600,387874,44,0
2018-3-29,00:00:00,0.102,0.102,0.092,0.095,1812000,173966,32,0
2018-4-3,00:00:00,0.108,0.110,0.100,0.114,88800,9405,36,0
2018-4-4,00:00:00,0.110,0.119,0.110,0.088,4800,555,12,0
2018-4-6,00:00:00,0.092,0.093,0.080,0.084,803200,70683,12,0
2018-4-9,00:00:00,0.083,0.105,0.081,0.103,10400,909,26,0
2018-4-10,00:00:00,0.095,0.153,0.095,0.153,4037600,535658,27,0
2018-4-11,00:00:00,0.145,0.161,0.140,0.140,2724800,414168,14,0
2018-4-12,00:00:00,0.133,0.133,0.113,0.116,2382000,303486,11,0
2018-4-13,00:00:00,0.129,0.129,0.113,0.118,1170000,144730,9,0
2018-4-16,00:00:00,0.106,0.113,0.076,0.079,2200800,198968,12,0
2018-4-17,00:00:00,0.085,0.087,0.075,0.065,1207200,99684,32,0
2018-4-18,00:00:00,0.071,0.083,0.060,0.062,2022400,136982,0,0
