日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2018-3-6,00:00:00,0.590,0.720,0.500,0.710,10080000,6653500,297,0
2018-3-7,00:00:00,0.630,0.670,0.530,0.530,7670000,4970650,164,0
2018-3-8,00:00:00,0.700,0.860,0.700,0.730,7235000,5753300,169,0
2018-3-9,00:00:00,0.790,0.860,0.720,0.730,13655000,11056700,274,0
2018-3-12,00:00:00,0.850,0.900,0.840,0.900,1660000,1426350,0,0
2018-3-13,00:00:00,0.880,0.940,0.820,0.820,4820000,4312850,97,0
2018-3-14,00:00:00,0.750,0.850,0.730,0.850,1920000,1489450,39,0
2018-3-15,00:00:00,0.810,1.160,0.810,1.160,7460000,6976550,192,0
2018-3-16,00:00:00,1.120,1.260,1.110,1.190,5230000,6144950,105,0
2018-3-19,00:00:00,1.140,1.430,1.120,1.370,4950000,5734500,146,0
2018-3-20,00:00:00,1.410,1.410,1.190,1.340,960000,1193800,37,0
2018-3-21,00:00:00,1.490,1.490,1.040,1.050,1385000,1709100,76,0
2018-3-22,00:00:00,1.170,1.190,0.930,0.980,1295000,1300700,64,0
2018-3-23,00:00:00,0.560,0.700,0.550,0.660,4835000,3047150,73,0
2018-3-26,00:00:00,0.500,0.560,0.380,0.540,900000,476150,22,0
2018-3-27,00:00:00,0.650,0.680,0.540,0.540,2125000,1266850,48,0
2018-3-28,00:00:00,0.450,0.450,0.245,0.245,2570000,742025,14,0
