日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2018-1-2,00:00:00,0.710,0.740,0.700,0.730,4012000,2893280,87,0
2018-1-3,00:00:00,0.710,0.740,0.640,0.660,26857000,18491590,157,0
2018-1-4,00:00:00,0.680,0.750,0.660,0.730,14755000,10254510,103,0
2018-1-5,00:00:00,0.750,0.760,0.680,0.660,5096000,3584380,78,0
2018-1-8,00:00:00,0.610,0.610,0.550,0.580,8874000,5047620,132,0
2018-1-9,00:00:00,0.560,0.590,0.520,0.520,2334000,1299420,48,0
2018-1-10,00:00:00,0.560,0.590,0.480,0.480,4825000,2597230,75,0
2018-1-11,00:00:00,0.475,0.510,0.475,0.510,7893000,3806965,70,0
2018-1-12,00:00:00,0.530,0.530,0.460,0.460,13792000,7015125,136,0
2018-1-15,00:00:00,0.440,0.440,0.365,0.375,34740000,13715680,144,0
2018-1-16,00:00:00,0.380,0.400,0.365,0.375,10469000,3926490,121,0
2018-1-17,00:00:00,0.390,0.390,0.350,0.380,8729000,3213775,95,0
2018-1-18,00:00:00,0.440,0.455,0.430,0.440,1855000,830080,17,0
2018-1-19,00:00:00,0.450,0.450,0.425,0.425,180000,77250,3,0
2018-1-22,00:00:00,0.400,0.400,0.400,0.395,1006000,402400,2,0
2018-1-23,00:00:00,0.410,0.445,0.410,0.445,130000,54350,3,0
2018-1-24,00:00:00,0.475,0.495,0.475,0.495,51000,25225,2,0
2018-1-25,00:00:00,0.530,0.530,0.455,0.455,294000,142820,6,0
2018-1-30,00:00:00,0.405,0.405,0.330,0.320,5624000,2066605,83,0
2018-1-31,00:00:00,0.300,0.335,0.285,0.335,4122000,1278995,76,0
2018-2-1,00:00:00,0.370,0.370,0.305,0.305,4525000,1508490,65,0
2018-2-2,00:00:00,0.315,0.325,0.290,0.315,1232000,379540,17,0
2018-2-5,00:00:00,0.275,0.280,0.265,0.265,2360000,646470,31,0
2018-2-6,00:00:00,0.221,0.221,0.221,0.230,120000,26520,1,0
2018-2-8,00:00:00,0.195,0.218,0.191,0.220,3578000,716442,40,0
2018-2-9,00:00:00,0.221,0.246,0.187,0.195,10214000,2081933,154,0
2018-2-12,00:00:00,0.187,0.215,0.185,0.193,22512000,4422532,123,0
2018-2-13,00:00:00,0.232,0.233,0.197,0.199,7738000,1728336,0,0
2018-2-14,00:00:00,0.210,0.210,0.185,0.202,8352000,1651900,60,0
2018-2-15,00:00:00,0.207,0.207,0.188,0.196,1626000,312936,16,0
2018-2-20,00:00:00,0.198,0.223,0.188,0.210,2874000,596292,33,0
2018-2-21,00:00:00,0.200,0.213,0.200,0.210,3480000,729832,27,0
2018-2-22,00:00:00,0.194,0.194,0.179,0.178,4620000,853588,31,0
2018-2-23,00:00:00,0.178,0.194,0.176,0.192,4110000,759825,35,0
2018-2-26,00:00:00,0.197,0.197,0.180,0.182,9110000,1691955,68,0
2018-2-27,00:00:00,0.197,0.197,0.170,0.170,4334000,799440,34,0
2018-2-28,00:00:00,0.166,0.169,0.143,0.144,1552000,250227,15,0
2018-3-1,00:00:00,0.143,0.151,0.143,0.151,600000,88800,6,0
2018-3-2,00:00:00,0.152,0.152,0.152,0.149,146000,22192,3,0
2018-3-5,00:00:00,0.135,0.140,0.127,0.129,7876000,1037326,63,0
2018-3-6,00:00:00,0.135,0.143,0.130,0.134,7008000,944506,78,0
2018-3-7,00:00:00,0.129,0.131,0.117,0.117,9908000,1233404,87,0
2018-3-8,00:00:00,0.121,0.123,0.114,0.117,6234000,741970,59,0
2018-3-9,00:00:00,0.124,0.125,0.114,0.114,5922000,707453,39,0
2018-3-12,00:00:00,0.124,0.125,0.120,0.124,3130000,385595,41,0
2018-3-13,00:00:00,0.120,0.122,0.112,0.122,5036000,591110,55,0
2018-3-14,00:00:00,0.118,0.118,0.115,0.116,8192000,955772,67,0
2018-3-15,00:00:00,0.114,0.114,0.106,0.107,6638000,722714,43,0
2018-3-16,00:00:00,0.105,0.105,0.103,0.103,4544000,471862,41,0
2018-3-22,00:00:00,0.085,0.085,0.085,0.083,480000,42000,5,0
2018-3-26,00:00:00,0.065,0.070,0.065,0.072,1070000,71120,10,0
2018-3-28,00:00:00,0.063,0.064,0.061,0.062,3450000,215220,29,0
2018-3-29,00:00:00,0.056,0.056,0.047,0.047,3066000,151538,32,0
2018-4-3,00:00:00,0.040,0.040,0.034,0.034,1729000,62972,17,0
2018-4-4,00:00:00,0.051,0.051,0.043,0.042,3449000,164763,19,0
2018-4-6,00:00:00,0.041,0.042,0.038,0.038,714000,28828,9,0
2018-4-9,00:00:00,0.038,0.038,0.038,0.038,40000,1520,0,0
2018-4-12,00:00:00,0.042,0.042,0.035,0.035,6158000,230464,42,0
2018-4-13,00:00:00,0.036,0.038,0.036,0.037,1560000,56700,14,0
2018-4-16,00:00:00,0.034,0.034,0.029,0.029,3204000,97224,27,0
2018-4-17,00:00:00,0.023,0.024,0.023,0.023,600000,14100,7,0
2018-4-18,00:00:00,0.026,0.027,0.019,0.019,1797000,40827,15,0
2018-4-19,00:00:00,0.020,0.025,0.020,0.023,1083000,25340,7,0
2018-4-20,00:00:00,0.021,0.021,0.020,0.019,640000,13120,4,0
