日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2014-8-11,00:00:00,0.078,0.084,0.077,0.077,51700000,4050370,70,0
2014-8-12,00:00:00,0.082,0.084,0.075,0.075,1470000,117790,7,0
2014-8-13,00:00:00,0.076,0.077,0.050,0.050,770000,46830,5,0
2014-8-14,00:00:00,0.048,0.068,0.040,0.058,85630000,4399290,136,0
2014-8-15,00:00:00,0.060,0.060,0.035,0.040,20740000,867350,53,0
2014-8-18,00:00:00,0.047,0.065,0.040,0.043,45930000,2383100,60,0
2014-8-19,00:00:00,0.032,0.043,0.021,0.021,5900000,207260,26,0
2015-4-27,00:00:00,0.143,0.161,0.143,0.153,16340000,2465930,17,0
2015-4-30,00:00:00,0.127,0.127,0.124,0.126,500000,62360,3,0
2015-5-5,00:00:00,0.093,0.103,0.077,0.087,923470000,82026410,1099,0
2015-5-6,00:00:00,0.087,0.115,0.072,0.078,2752840000,254703830,2183,0
2015-5-7,00:00:00,0.066,0.072,0.028,0.032,1895520000,121220640,1404,0
2015-5-8,00:00:00,0.048,0.068,0.038,0.063,156290000,8816090,507,0
2015-5-11,00:00:00,0.077,0.082,0.066,0.074,1408740000,104909820,874,0
2015-5-12,00:00:00,0.065,0.074,0.050,0.051,2448930000,162606500,1321,0
2015-5-13,00:00:00,0.054,0.062,0.027,0.034,2363860000,123258090,1500,0
2015-5-14,00:00:00,0.036,0.039,0.027,0.034,68230000,2210120,236,0
2015-5-15,00:00:00,0.045,0.090,0.040,0.080,68150000,4279160,293,0
2015-5-18,00:00:00,0.072,0.073,0.050,0.056,35390000,2156860,122,0
2015-5-19,00:00:00,0.059,0.074,0.054,0.070,4534610000,292880120,2068,0
2015-5-20,00:00:00,0.069,0.071,0.052,0.058,912660000,56541920,754,0
2015-5-21,00:00:00,0.053,0.068,0.047,0.059,33060000,1916740,152,0
2015-5-22,00:00:00,0.072,0.098,0.072,0.090,39780000,3446720,154,0
2015-5-26,00:00:00,0.120,0.142,0.120,0.123,13820000,1844710,62,0
2015-5-27,00:00:00,0.128,0.128,0.103,0.110,3680000,427750,23,0
2015-5-28,00:00:00,0.097,0.097,0.032,0.047,22470000,1485460,101,0
2015-5-29,00:00:00,0.046,0.064,0.033,0.055,8100000,394910,41,0
2015-6-1,00:00:00,0.035,0.083,0.032,0.071,5920000,381670,30,0
2015-6-2,00:00:00,0.057,0.067,0.047,0.057,4300000,234040,23,0
2015-6-3,00:00:00,0.063,0.072,0.062,0.063,2530000,170740,8,0
2015-6-4,00:00:00,0.067,0.086,0.050,0.050,4710000,366340,15,0
2015-12-24,00:00:00,0.099,0.099,0.099,0.101,40000,3960,2,0
2017-1-25,00:00:00,0.041,0.043,0.038,0.043,2660000,107260,31,0
2017-1-26,00:00:00,0.047,0.054,0.047,0.053,5380000,277620,35,0
2017-1-27,00:00:00,0.052,0.057,0.052,0.053,8460000,463160,14,0
2017-2-1,00:00:00,0.050,0.058,0.048,0.057,31710000,1707740,94,0
2017-2-2,00:00:00,0.056,0.056,0.044,0.045,9535000,445160,58,0
2017-2-3,00:00:00,0.046,0.049,0.038,0.041,21930000,934315,79,0
2017-2-6,00:00:00,0.045,0.052,0.045,0.052,8565000,404000,40,0
2017-2-7,00:00:00,0.051,0.057,0.051,0.055,15580000,845790,62,0
2017-2-8,00:00:00,0.050,0.052,0.047,0.050,16840000,829580,93,0
2017-2-9,00:00:00,0.051,0.054,0.049,0.052,10580000,550620,40,0
2017-2-10,00:00:00,0.056,0.056,0.047,0.047,17740000,927295,91,0
2017-2-13,00:00:00,0.051,0.054,0.048,0.053,21570000,1100160,86,0
2017-2-14,00:00:00,0.054,0.055,0.043,0.046,25120000,1146795,134,0
2017-2-15,00:00:00,0.050,0.051,0.043,0.044,52585000,2467805,175,0
2017-2-16,00:00:00,0.045,0.048,0.040,0.045,15035000,675890,71,0
2017-2-17,00:00:00,0.040,0.045,0.031,0.033,13935000,525215,75,0
2017-2-20,00:00:00,0.035,0.044,0.030,0.035,14140000,535495,79,0
2017-2-21,00:00:00,0.040,0.044,0.032,0.035,9900000,355100,43,0
2017-2-22,00:00:00,0.036,0.041,0.030,0.032,8080000,282860,28,0
2017-2-23,00:00:00,0.032,0.032,0.021,0.027,14865000,392205,57,0
2017-2-24,00:00:00,0.022,0.032,0.022,0.027,6155000,179165,30,0
2017-2-27,00:00:00,0.029,0.033,0.026,0.028,7635000,230555,39,0
2017-2-28,00:00:00,0.030,0.031,0.016,0.018,7980000,181470,40,0
2017-3-1,00:00:00,0.021,0.022,0.019,0.019,4945000,102270,21,0
2017-3-2,00:00:00,0.023,0.023,0.011,0.013,9530000,156600,51,0
2017-8-8,00:00:00,0.028,0.039,0.025,0.039,421680000,12837820,351,0
2017-8-9,00:00:00,0.038,0.038,0.025,0.032,153870000,4593500,149,0
2017-8-10,00:00:00,0.028,0.028,0.017,0.014,68110000,1439520,44,0
2018-2-15,00:00:00,0.037,0.050,0.018,0.018,20510000,720320,108,0
