日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2012-12-11,00:00:00,0.076,0.086,0.073,0.079,180760000,14501410,0,0
2012-12-12,00:00:00,0.090,0.095,0.087,0.094,37280000,3443390,0,0
2012-12-13,00:00:00,0.093,0.099,0.088,0.090,6250000,584400,0,0
2012-12-14,00:00:00,0.089,0.108,0.089,0.105,32320000,3296660,0,0
2012-12-17,00:00:00,0.101,0.103,0.090,0.092,7210000,685800,0,0
2012-12-18,00:00:00,0.100,0.105,0.094,0.096,13570000,1314320,0,0
2012-12-19,00:00:00,0.102,0.112,0.102,0.105,8680000,905230,0,0
2012-12-20,00:00:00,0.098,0.102,0.097,0.106,550000,54350,0,0
2012-12-21,00:00:00,0.093,0.097,0.092,0.093,3260000,306390,0,0
2012-12-24,00:00:00,0.098,0.101,0.098,0.100,1430000,143140,0,0
2012-12-27,00:00:00,0.115,0.115,0.109,0.109,1350000,150380,0,0
2012-12-28,00:00:00,0.115,0.115,0.111,0.112,2030000,229140,0,0
2012-12-31,00:00:00,0.106,0.113,0.106,0.111,460000,50760,0,0
2013-1-2,00:00:00,0.137,0.158,0.137,0.164,1180000,178160,0,0
2013-1-3,00:00:00,0.166,0.166,0.166,0.169,660000,109560,0,0
2013-1-8,00:00:00,0.156,0.160,0.148,0.148,3030000,477440,0,0
2013-1-9,00:00:00,0.156,0.156,0.154,0.155,2300000,357600,0,0
2013-1-10,00:00:00,0.179,0.179,0.179,0.170,1000000,179000,0,0
2013-1-11,00:00:00,0.172,0.172,0.161,0.160,530000,85660,0,0
2013-1-14,00:00:00,0.172,0.174,0.172,0.170,1000000,173000,0,0
2013-1-15,00:00:00,0.166,0.168,0.165,0.167,2000000,332400,0,0
2013-1-16,00:00:00,0.160,0.163,0.152,0.163,2000000,317500,0,0
2013-1-17,00:00:00,0.178,0.178,0.158,0.165,2000000,330500,0,0
2013-1-18,00:00:00,0.183,0.183,0.182,0.185,560000,102420,0,0
2013-1-23,00:00:00,0.183,0.189,0.183,0.189,1000000,186000,0,0
2013-1-24,00:00:00,0.185,0.192,0.183,0.185,2700000,505000,0,0
2013-1-25,00:00:00,0.191,0.191,0.179,0.181,2500000,467500,0,0
2013-1-28,00:00:00,0.194,0.194,0.192,0.193,1400000,270800,0,0
2013-1-31,00:00:00,0.197,0.197,0.197,0.197,20000,3940,0,0
2013-2-1,00:00:00,0.186,0.196,0.186,0.196,820000,156500,0,0
2013-2-4,00:00:00,0.217,0.217,0.190,0.190,2120000,458340,0,0
2013-2-5,00:00:00,0.162,0.162,0.140,0.142,1600000,243500,0,0
2013-2-6,00:00:00,0.155,0.161,0.154,0.154,1700000,266400,0,0
2013-2-7,00:00:00,0.146,0.146,0.146,0.148,100000,14600,0,0
2013-2-14,00:00:00,0.162,0.170,0.162,0.167,960000,157720,0,0
2013-2-15,00:00:00,0.164,0.164,0.162,0.166,620000,101280,0,0
2013-2-18,00:00:00,0.158,0.162,0.158,0.162,1000000,160000,0,0
2013-2-19,00:00:00,0.165,0.165,0.145,0.142,1600000,246700,0,0
2013-2-20,00:00:00,0.149,0.149,0.142,0.151,1500000,219000,0,0
2013-2-21,00:00:00,0.125,0.129,0.115,0.119,4100000,503440,0,0
2013-2-22,00:00:00,0.102,0.113,0.101,0.110,2570000,273640,0,0
2013-2-25,00:00:00,0.112,0.115,0.112,0.114,1280000,145640,0,0
2013-2-26,00:00:00,0.097,0.107,0.090,0.090,58650000,5821080,0,0
2013-2-27,00:00:00,0.096,0.098,0.083,0.093,39230000,3491490,0,0
2013-2-28,00:00:00,0.107,0.129,0.104,0.127,15850000,1818300,0,0
2013-3-1,00:00:00,0.123,0.123,0.118,0.118,1750000,210460,0,0
2013-3-4,00:00:00,0.104,0.105,0.081,0.087,44490000,4307280,0,0
2013-3-5,00:00:00,0.098,0.098,0.088,0.088,6070000,555240,0,0
2013-3-6,00:00:00,0.100,0.108,0.097,0.104,26170000,2693810,0,0
2013-3-7,00:00:00,0.096,0.111,0.096,0.105,25100000,2572580,0,0
2013-3-8,00:00:00,0.118,0.143,0.117,0.137,7500000,1019040,0,0
2013-3-11,00:00:00,0.143,0.147,0.134,0.135,1120000,157440,0,0
2013-3-12,00:00:00,0.143,0.148,0.123,0.117,3900000,521700,0,0
2013-3-13,00:00:00,0.114,0.114,0.085,0.088,8020000,843250,0,0
2013-3-14,00:00:00,0.076,0.098,0.068,0.092,337060000,27390520,0,0
2013-3-15,00:00:00,0.094,0.103,0.079,0.083,173810000,14986640,0,0
2013-3-18,00:00:00,0.055,0.056,0.043,0.049,279870000,13484200,0,0
2013-3-19,00:00:00,0.053,0.060,0.044,0.045,283200000,14913570,0,0
2013-3-20,00:00:00,0.047,0.072,0.047,0.070,177030000,10475260,0,0
2013-3-21,00:00:00,0.062,0.076,0.059,0.063,258720000,17453260,0,0
2013-3-22,00:00:00,0.059,0.065,0.049,0.056,131920000,7604080,0,0
2013-3-25,00:00:00,0.073,0.074,0.063,0.065,83740000,5671290,0,0
2013-3-26,00:00:00,0.060,0.073,0.053,0.071,129540000,7973190,0,0
2013-3-27,00:00:00,0.075,0.089,0.075,0.081,80470000,6734990,0,0
2013-3-28,00:00:00,0.066,0.073,0.056,0.068,77740000,5079460,0,0
2013-4-2,00:00:00,0.063,0.082,0.062,0.075,172770000,12605800,0,0
2013-4-3,00:00:00,0.083,0.083,0.068,0.070,88440000,6537870,0,0
2013-4-5,00:00:00,0.056,0.056,0.016,0.020,122890000,3864940,0,0
2013-4-8,00:00:00,0.016,0.017,0.016,0.017,250000,4150,0,0
2014-1-30,00:00:00,0.163,0.163,0.163,0.159,1600000,260800,4,0
2014-2-10,00:00:00,0.172,0.173,0.172,0.164,800000,138000,2,0
2014-2-12,00:00:00,0.161,0.162,0.161,0.160,1000000,161500,2,0
2014-2-19,00:00:00,0.165,0.166,0.165,0.163,800000,132400,2,0
2014-2-25,00:00:00,0.159,0.167,0.159,0.167,6600000,1072800,12,0
2014-2-26,00:00:00,0.167,0.167,0.166,0.167,6000000,1000200,10,0
2014-2-27,00:00:00,0.166,0.166,0.160,0.160,5400000,886800,10,0
2014-2-28,00:00:00,0.165,0.165,0.161,0.161,6400000,1046600,12,0
2014-3-4,00:00:00,0.162,0.164,0.161,0.162,5200000,842800,12,0
2014-3-5,00:00:00,0.158,0.166,0.157,0.163,12000000,1938600,20,0
2014-3-6,00:00:00,0.161,0.165,0.161,0.163,6800000,1116200,12,0
2014-3-7,00:00:00,0.160,0.161,0.158,0.164,1600000,256000,4,0
2014-3-10,00:00:00,0.181,0.190,0.181,0.190,5200000,973000,10,0
2014-3-11,00:00:00,0.190,0.191,0.187,0.190,9600000,1814800,18,0
2014-3-12,00:00:00,0.196,0.198,0.196,0.200,4800000,945000,8,0
2014-3-13,00:00:00,0.197,0.202,0.195,0.202,18400000,3646400,30,0
2014-3-14,00:00:00,0.206,0.207,0.204,0.205,16800000,3456000,26,0
2014-3-17,00:00:00,0.208,0.214,0.208,0.214,6800000,1446000,10,0
2014-3-18,00:00:00,0.204,0.208,0.202,0.206,17600000,3587200,26,0
2014-3-19,00:00:00,0.203,0.205,0.201,0.205,14400000,2922400,18,0
2014-3-20,00:00:00,0.214,0.235,0.213,0.231,28200000,6388400,38,0
2014-3-21,00:00:00,0.248,0.260,0.248,0.255,5160000,1295500,10,0
2014-3-24,00:00:00,0.247,0.248,0.233,0.230,12200000,2937000,16,0
2014-3-25,00:00:00,0.223,0.231,0.220,0.225,6800000,1538000,10,0
2014-3-26,00:00:00,0.222,0.230,0.221,0.227,12300000,2782700,19,0
2014-3-27,00:00:00,0.216,0.216,0.211,0.212,9700000,2074000,13,0
2014-3-28,00:00:00,0.205,0.205,0.205,0.202,2000000,410000,3,0
2014-3-31,00:00:00,0.194,0.194,0.194,0.191,3200000,620800,4,0
2014-4-1,00:00:00,0.187,0.195,0.187,0.191,2600000,498800,4,0
2014-4-2,00:00:00,0.187,0.187,0.185,0.185,250000,46650,2,0
2014-4-3,00:00:00,0.185,0.185,0.183,0.182,3250000,599600,5,0
2014-4-4,00:00:00,0.181,0.183,0.181,0.188,3200000,581600,4,0
2014-4-7,00:00:00,0.186,0.186,0.183,0.183,3400000,627400,5,0
2014-4-8,00:00:00,0.174,0.174,0.171,0.171,3200000,552000,4,0
