日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2016-11-4,00:00:00,0.034,0.034,0.034,0.034,20000,680,2,0
2017-6-15,00:00:00,0.030,0.035,0.030,0.033,4400000,141100,30,0
2017-6-16,00:00:00,0.034,0.035,0.031,0.032,800000,26800,6,0
2017-6-19,00:00:00,0.037,0.037,0.033,0.036,9200000,313800,9,0
2017-6-20,00:00:00,0.046,0.047,0.044,0.046,10800000,497100,20,0
2017-6-21,00:00:00,0.041,0.042,0.038,0.038,7100000,280600,20,0
2017-6-22,00:00:00,0.039,0.040,0.035,0.036,12100000,454700,34,0
2017-6-23,00:00:00,0.030,0.032,0.028,0.028,33000000,966600,26,0
2017-6-26,00:00:00,0.031,0.040,0.031,0.036,37300000,1321000,36,0
2017-6-27,00:00:00,0.034,0.035,0.031,0.032,12400000,402800,17,0
2017-6-28,00:00:00,0.030,0.030,0.021,0.028,17300000,460800,44,0
2017-6-29,00:00:00,0.030,0.034,0.028,0.032,23400000,735400,40,0
2017-6-30,00:00:00,0.026,0.027,0.025,0.027,6800000,175600,7,0
2017-7-3,00:00:00,0.017,0.017,0.017,0.017,200000,3400,1,0
2017-11-21,00:00:00,0.125,0.139,0.120,0.149,11050000,1364200,64,0
2017-11-22,00:00:00,0.158,0.158,0.127,0.130,6750000,912400,18,0
2017-11-23,00:00:00,0.116,0.141,0.092,0.099,26400000,3112600,76,0
2017-11-24,00:00:00,0.105,0.124,0.094,0.125,7300000,818800,39,0
2017-11-27,00:00:00,0.118,0.118,0.100,0.100,6750000,713750,45,0
2017-11-28,00:00:00,0.088,0.109,0.076,0.106,19950000,1842650,67,0
2017-11-29,00:00:00,0.112,0.112,0.088,0.088,15850000,1552650,47,0
2017-11-30,00:00:00,0.070,0.073,0.060,0.063,7100000,471000,50,0
2017-12-1,00:00:00,0.069,0.073,0.042,0.047,13100000,796600,0,0
2017-12-4,00:00:00,0.035,0.076,0.035,0.064,6000000,368900,31,0
2017-12-5,00:00:00,0.057,0.070,0.050,0.051,5450000,329350,35,0
2017-12-6,00:00:00,0.065,0.065,0.010,0.015,13350000,443950,47,0
