日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2017-11-30,00:00:00,0.320,0.320,0.315,0.315,1420000,447850,7,0
2017-12-1,00:00:00,0.280,0.295,0.280,0.280,3350000,964700,0,0
2017-12-4,00:00:00,0.255,0.300,0.255,0.290,1510000,432500,19,0
2017-12-5,00:00:00,0.270,0.270,0.260,0.250,1550000,407700,10,0
2017-12-6,00:00:00,0.248,0.255,0.219,0.218,5010000,1180350,50,0
2017-12-7,00:00:00,0.234,0.234,0.216,0.225,4350000,959360,32,0
2017-12-8,00:00:00,0.241,0.255,0.239,0.265,1100000,271190,16,0
2017-12-11,00:00:00,0.270,0.280,0.270,0.295,830000,236500,5,0
2017-12-12,00:00:00,0.295,0.295,0.265,0.265,110000,30950,5,0
2017-12-13,00:00:00,0.265,0.270,0.265,0.270,280000,75250,2,0
2017-12-14,00:00:00,0.285,0.315,0.280,0.310,2100000,653250,4,0
2017-12-15,00:00:00,0.300,0.300,0.300,0.300,250000,75000,6,0
2017-12-18,00:00:00,0.300,0.300,0.300,0.310,100000,30000,1,0
2017-12-19,00:00:00,0.330,0.335,0.330,0.330,120000,39700,3,0
2017-12-20,00:00:00,0.320,0.320,0.320,0.320,100000,32000,2,0
2017-12-21,00:00:00,0.325,0.325,0.325,0.325,50000,16250,1,0
2017-12-29,00:00:00,0.335,0.335,0.330,0.340,100000,33250,2,0
2018-1-3,00:00:00,0.390,0.390,0.370,0.375,430000,167100,2,0
2018-1-4,00:00:00,0.400,0.400,0.355,0.355,450000,162000,2,0
2018-1-5,00:00:00,0.355,0.355,0.355,0.355,190000,67450,3,0
2018-1-9,00:00:00,0.380,0.380,0.380,0.385,100000,38000,1,0
2018-1-10,00:00:00,0.360,0.370,0.355,0.355,620000,221200,6,0
2018-1-11,00:00:00,0.340,0.340,0.330,0.325,140000,46900,2,0
2018-1-12,00:00:00,0.345,0.350,0.345,0.350,610000,212950,2,0
2018-1-15,00:00:00,0.370,0.370,0.340,0.340,610000,218850,9,0
2018-1-16,00:00:00,0.350,0.355,0.350,0.350,230000,80750,0,0
2018-1-17,00:00:00,0.345,0.360,0.345,0.355,930000,328300,6,0
2018-1-18,00:00:00,0.370,0.370,0.360,0.360,490000,178750,4,0
2018-1-19,00:00:00,0.375,0.375,0.370,0.370,210000,77750,2,0
2018-1-22,00:00:00,0.375,0.395,0.375,0.395,1500000,572400,12,0
2018-1-23,00:00:00,0.425,0.430,0.415,0.430,450000,190050,9,0
2018-1-24,00:00:00,0.420,0.420,0.420,0.425,10000,4200,1,0
2018-1-25,00:00:00,0.430,0.430,0.395,0.395,200000,80800,5,0
2018-1-29,00:00:00,0.430,0.435,0.410,0.425,950000,402400,12,0
2018-1-30,00:00:00,0.415,0.415,0.400,0.400,700000,284800,7,0
2018-1-31,00:00:00,0.380,0.410,0.380,0.410,750000,298800,8,0
2018-2-1,00:00:00,0.400,0.400,0.395,0.395,190000,75300,5,0
2018-2-2,00:00:00,0.370,0.380,0.370,0.370,70000,26200,4,0
2018-2-5,00:00:00,0.340,0.340,0.330,0.340,1790000,594950,11,0
2018-2-6,00:00:00,0.295,0.295,0.248,0.248,3880000,1047030,19,0
2018-2-7,00:00:00,0.305,0.305,0.265,0.265,2750000,746650,16,0
2018-2-8,00:00:00,0.265,0.275,0.265,0.270,550000,147100,5,0
2018-2-9,00:00:00,0.233,0.245,0.220,0.242,6670000,1567530,14,0
2018-2-12,00:00:00,0.255,0.270,0.250,0.249,11930000,3132250,17,0
2018-2-13,00:00:00,0.275,0.275,0.275,0.275,370000,102100,0,0
2018-2-14,00:00:00,0.295,0.300,0.285,0.300,7460000,2126850,8,0
2018-2-15,00:00:00,0.330,0.330,0.315,0.330,7330000,2417250,5,0
2018-2-20,00:00:00,0.330,0.345,0.330,0.330,2240000,755500,13,0
2018-2-21,00:00:00,0.335,0.345,0.330,0.340,12030000,4051050,15,0
2018-2-22,00:00:00,0.335,0.335,0.325,0.325,3360000,1110100,7,0
2018-2-23,00:00:00,0.340,0.340,0.325,0.330,180000,60350,3,0
2018-2-26,00:00:00,0.340,0.340,0.325,0.330,2530000,832200,6,0
2018-2-27,00:00:00,0.340,0.340,0.315,0.310,210000,67950,5,0
2018-2-28,00:00:00,0.300,0.300,0.270,0.270,6670000,1820150,11,0
2018-3-1,00:00:00,0.280,0.320,0.280,0.325,2920000,892900,28,0
2018-3-2,00:00:00,0.305,0.305,0.305,0.305,2150000,655750,0,0
2018-3-5,00:00:00,0.290,0.290,0.275,0.275,280000,79150,7,0
2018-3-6,00:00:00,0.295,0.315,0.290,0.310,2240000,666950,16,0
2018-3-7,00:00:00,0.300,0.305,0.280,0.290,420000,121050,5,0
2018-3-8,00:00:00,0.320,0.320,0.305,0.305,60000,19050,2,0
2018-3-9,00:00:00,0.320,0.320,0.315,0.315,420000,132350,6,0
2018-3-12,00:00:00,0.340,0.345,0.340,0.345,2510000,865900,0,0
