日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2017-12-22,00:00:00,0.202,0.203,0.201,0.201,1440000,291570,10,0
2017-12-27,00:00:00,0.202,0.202,0.198,0.198,3680000,736830,32,0
2017-12-28,00:00:00,0.198,0.200,0.198,0.198,660000,131160,6,0
2017-12-29,00:00:00,0.201,0.201,0.197,0.197,1540000,304220,15,0
2018-1-2,00:00:00,0.203,0.204,0.198,0.202,4960000,1001100,45,0
2018-1-3,00:00:00,0.200,0.215,0.200,0.213,3800000,789875,46,0
2018-1-4,00:00:00,0.213,0.213,0.203,0.209,17570000,3669185,144,0
2018-1-5,00:00:00,0.204,0.204,0.192,0.192,5400000,1061730,68,0
2018-1-8,00:00:00,0.194,0.196,0.191,0.193,14560000,2809445,122,0
2018-1-9,00:00:00,0.194,0.198,0.194,0.192,3320000,651390,28,0
2018-1-10,00:00:00,0.191,0.191,0.179,0.186,7030000,1302790,46,0
2018-1-11,00:00:00,0.180,0.183,0.174,0.174,4530000,809950,45,0
2018-1-12,00:00:00,0.171,0.172,0.163,0.164,1770000,296350,26,0
2018-1-15,00:00:00,0.161,0.161,0.157,0.151,6640000,1050740,81,0
2018-1-16,00:00:00,0.149,0.150,0.145,0.145,4950000,730360,35,0
2018-1-17,00:00:00,0.149,0.149,0.143,0.143,3580000,524550,41,0
2018-1-18,00:00:00,0.144,0.145,0.142,0.142,390000,56040,3,0
2018-1-19,00:00:00,0.138,0.138,0.136,0.137,330000,45210,4,0
2018-1-22,00:00:00,0.137,0.137,0.132,0.129,4070000,545220,28,0
2018-1-23,00:00:00,0.129,0.130,0.128,0.129,5000000,645190,41,0
2018-1-24,00:00:00,0.123,0.125,0.123,0.124,990000,122890,10,0
2018-1-25,00:00:00,0.129,0.131,0.123,0.123,14090000,1790880,120,0
2018-1-26,00:00:00,0.125,0.125,0.122,0.125,8800000,1087520,68,0
2018-1-29,00:00:00,0.126,0.126,0.118,0.119,3680000,447620,34,0
2018-1-30,00:00:00,0.117,0.117,0.114,0.114,4665000,541665,49,0
2018-1-31,00:00:00,0.115,0.115,0.104,0.105,3900000,419560,37,0
2018-2-1,00:00:00,0.106,0.107,0.096,0.097,3030000,302565,32,0
2018-2-2,00:00:00,0.095,0.095,0.089,0.087,1340000,122750,11,0
2018-2-5,00:00:00,0.075,0.077,0.075,0.076,1380000,104810,16,0
2018-2-6,00:00:00,0.063,0.066,0.056,0.056,28305000,1722070,192,0
2018-2-7,00:00:00,0.051,0.051,0.039,0.039,6625000,296575,45,0
2018-2-8,00:00:00,0.040,0.040,0.035,0.035,11280000,425150,61,0
2018-2-9,00:00:00,0.045,0.046,0.033,0.033,6000000,232260,48,0
2018-2-12,00:00:00,0.032,0.037,0.031,0.036,4020000,141620,54,0
2018-2-13,00:00:00,0.034,0.034,0.031,0.031,3760000,123175,0,0
2018-2-14,00:00:00,0.030,0.031,0.029,0.030,2500000,75000,11,0
2018-2-15,00:00:00,0.032,0.032,0.032,0.032,3200000,102400,3,0
2018-2-20,00:00:00,0.031,0.035,0.031,0.033,4830000,157870,22,0
2018-2-21,00:00:00,0.035,0.036,0.034,0.036,1400000,49160,16,0
2018-2-22,00:00:00,0.033,0.038,0.033,0.034,9540000,331745,49,0
2018-2-23,00:00:00,0.037,0.039,0.034,0.034,5740000,211450,33,0
2018-2-26,00:00:00,0.034,0.040,0.034,0.037,7610000,286655,47,0
2018-2-27,00:00:00,0.037,0.037,0.033,0.033,4180000,152555,26,0
2018-2-28,00:00:00,0.030,0.032,0.028,0.028,4840000,146125,28,0
2018-3-1,00:00:00,0.028,0.029,0.025,0.028,3370000,91405,16,0
2018-3-2,00:00:00,0.024,0.026,0.024,0.024,4090000,100330,12,0
2018-3-5,00:00:00,0.024,0.025,0.022,0.021,3400000,80690,17,0
2018-3-6,00:00:00,0.024,0.024,0.021,0.021,4230000,96340,15,0
2018-3-7,00:00:00,0.022,0.022,0.021,0.021,440000,9460,2,0
2018-3-8,00:00:00,0.023,0.023,0.022,0.022,570000,12550,6,0
2018-3-9,00:00:00,0.032,0.045,0.032,0.041,93405000,3779050,81,0
2018-3-12,00:00:00,0.047,0.047,0.045,0.046,128225000,5802400,0,0
2018-3-13,00:00:00,0.047,0.053,0.047,0.049,3190000,159700,23,0
2018-3-14,00:00:00,0.048,0.049,0.045,0.050,6155000,288135,45,0
2018-3-15,00:00:00,0.047,0.049,0.047,0.047,3820000,182340,30,0
2018-3-16,00:00:00,0.048,0.048,0.044,0.044,4825000,218690,20,0
2018-3-19,00:00:00,0.041,0.041,0.037,0.037,540000,20020,4,0
2018-3-20,00:00:00,0.032,0.033,0.032,0.033,225000,7400,2,0
2018-3-21,00:00:00,0.035,0.035,0.035,0.035,200000,7000,1,0
2018-3-22,00:00:00,0.032,0.032,0.032,0.030,30000,960,1,0
2018-3-26,00:00:00,0.033,0.033,0.033,0.033,500000,16500,2,0
2018-3-27,00:00:00,0.037,0.037,0.036,0.035,330000,12050,4,0
2018-3-28,00:00:00,0.036,0.037,0.035,0.032,4040000,145340,0,0
2018-3-29,00:00:00,0.029,0.030,0.024,0.024,4590000,121985,31,0
2018-4-3,00:00:00,0.022,0.024,0.022,0.023,1310000,29740,12,0
2018-4-4,00:00:00,0.025,0.025,0.025,0.023,110000,2750,1,0
2018-4-18,00:00:00,0.018,0.018,0.018,0.018,1000000,18000,0,0
