日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2016-3-9,00:00:00,0.059,0.067,0.058,0.066,111820000,6897020,243,0
2016-3-10,00:00:00,0.072,0.077,0.059,0.066,172740000,12372530,405,0
2016-3-11,00:00:00,0.060,0.078,0.059,0.077,190200000,13349750,449,0
2016-3-14,00:00:00,0.087,0.093,0.085,0.088,188820000,16797620,443,0
2016-3-15,00:00:00,0.086,0.087,0.082,0.082,75680000,6366900,196,0
2016-3-16,00:00:00,0.086,0.086,0.074,0.079,170120000,13573710,438,0
2016-3-17,00:00:00,0.098,0.100,0.092,0.095,93950000,9053190,220,0
2016-3-18,00:00:00,0.097,0.106,0.096,0.103,248530000,24977070,580,0
2016-3-21,00:00:00,0.104,0.108,0.100,0.104,147450000,15493150,361,0
2016-3-22,00:00:00,0.105,0.106,0.100,0.102,129790000,13390480,308,0
2016-3-23,00:00:00,0.101,0.105,0.096,0.100,81880000,8201770,177,0
2016-3-24,00:00:00,0.088,0.094,0.081,0.084,146370000,13089880,378,0
2016-3-29,00:00:00,0.086,0.088,0.082,0.087,130220000,11036540,377,0
2016-3-30,00:00:00,0.097,0.109,0.096,0.109,89900000,9083510,221,0
2016-3-31,00:00:00,0.111,0.111,0.105,0.108,106890000,11445790,216,0
2016-4-1,00:00:00,0.106,0.107,0.094,0.094,86330000,8497680,208,0
2016-4-5,00:00:00,0.077,0.080,0.072,0.073,144220000,10967940,336,0
2016-4-6,00:00:00,0.073,0.078,0.073,0.076,169410000,12800440,391,0
2016-4-7,00:00:00,0.086,0.086,0.075,0.079,157730000,12480670,378,0
2016-4-8,00:00:00,0.068,0.085,0.068,0.085,134080000,9797580,328,0
2016-4-11,00:00:00,0.080,0.097,0.078,0.091,164720000,14574680,372,0
2016-4-12,00:00:00,0.093,0.097,0.088,0.094,117870000,10989920,250,0
2016-4-13,00:00:00,0.109,0.131,0.108,0.131,115040000,13574170,274,0
2016-4-14,00:00:00,0.147,0.150,0.138,0.141,28010000,3951690,163,0
2016-4-15,00:00:00,0.143,0.148,0.139,0.144,42940000,6161500,221,0
2016-4-18,00:00:00,0.132,0.133,0.124,0.132,178620000,22808730,430,0
2016-4-19,00:00:00,0.147,0.150,0.139,0.149,36650000,5269000,192,0
2016-4-20,00:00:00,0.144,0.144,0.130,0.137,38970000,5306510,207,0
2016-4-21,00:00:00,0.146,0.161,0.144,0.159,46270000,7238710,240,0
2016-4-22,00:00:00,0.147,0.151,0.146,0.151,21140000,3163370,104,0
2016-4-25,00:00:00,0.146,0.148,0.138,0.140,34330000,4970180,176,0
2016-4-26,00:00:00,0.146,0.146,0.128,0.146,11950000,1654740,64,0
2016-4-27,00:00:00,0.144,0.147,0.140,0.142,7290000,1042150,38,0
2016-4-28,00:00:00,0.156,0.161,0.141,0.142,5070000,748670,35,0
2016-4-29,00:00:00,0.129,0.129,0.122,0.122,158490000,19818740,412,0
2016-5-3,00:00:00,0.120,0.120,0.100,0.098,83440000,9121540,185,0
2016-5-4,00:00:00,0.092,0.094,0.084,0.089,219090000,19167040,513,0
2016-5-5,00:00:00,0.079,0.088,0.079,0.083,214110000,17965440,528,0
2016-5-6,00:00:00,0.077,0.078,0.060,0.063,355810000,24513620,870,0
2016-5-9,00:00:00,0.072,0.072,0.065,0.065,186700000,12721150,455,0
2016-5-10,00:00:00,0.063,0.073,0.063,0.070,235260000,15538190,558,0
2016-5-11,00:00:00,0.068,0.070,0.056,0.058,285470000,17458390,678,0
2016-5-12,00:00:00,0.058,0.058,0.049,0.051,418080000,22294880,962,0
2016-5-13,00:00:00,0.047,0.049,0.034,0.039,248040000,10414610,556,0
2016-5-16,00:00:00,0.035,0.054,0.035,0.048,209880000,9516490,498,0
2016-5-17,00:00:00,0.051,0.061,0.047,0.061,182300000,9120160,431,0
2016-5-18,00:00:00,0.048,0.051,0.042,0.046,339070000,15930490,760,0
2016-5-19,00:00:00,0.043,0.044,0.036,0.038,263350000,10619350,593,0
2016-5-20,00:00:00,0.039,0.055,0.039,0.052,138490000,6697610,359,0
2016-5-23,00:00:00,0.047,0.056,0.045,0.049,179250000,9367870,404,0
2016-5-24,00:00:00,0.047,0.052,0.044,0.051,226150000,10493620,479,0
2016-5-25,00:00:00,0.070,0.081,0.070,0.081,141650000,11056610,346,0
2016-5-26,00:00:00,0.081,0.082,0.075,0.081,219380000,16883340,550,0
2016-5-27,00:00:00,0.081,0.093,0.076,0.092,158730000,12477080,387,0
2016-5-30,00:00:00,0.089,0.101,0.087,0.096,172450000,16184680,415,0
2016-5-31,00:00:00,0.097,0.118,0.097,0.110,99770000,10403780,251,0
2016-6-1,00:00:00,0.107,0.114,0.104,0.106,84070000,9190390,218,0
2016-6-2,00:00:00,0.103,0.115,0.103,0.113,158000000,17318830,387,0
2016-6-3,00:00:00,0.124,0.125,0.116,0.119,101350000,12149970,291,0
2016-6-6,00:00:00,0.116,0.124,0.112,0.123,122860000,14238360,351,0
2016-6-7,00:00:00,0.133,0.142,0.133,0.142,3500000,481220,33,0
2016-6-8,00:00:00,0.137,0.145,0.137,0.142,2560000,360240,9,0
2016-6-10,00:00:00,0.135,0.135,0.126,0.127,1220000,161310,7,0
2016-6-13,00:00:00,0.105,0.105,0.091,0.094,1820000,169640,13,0
2016-6-14,00:00:00,0.093,0.096,0.086,0.088,88510000,8168880,239,0
2016-6-15,00:00:00,0.074,0.096,0.074,0.091,194770000,16865650,479,0
2016-6-16,00:00:00,0.081,0.082,0.064,0.069,204580000,14638080,501,0
2016-6-17,00:00:00,0.081,0.082,0.071,0.076,235040000,18160770,569,0
2016-6-20,00:00:00,0.092,0.097,0.080,0.093,77250000,6574240,231,0
2016-6-21,00:00:00,0.094,0.103,0.094,0.101,134290000,13333620,384,0
2016-6-22,00:00:00,0.102,0.120,0.098,0.117,93970000,10052040,321,0
2016-6-23,00:00:00,0.121,0.123,0.115,0.123,37490000,4504970,247,0
2016-6-24,00:00:00,0.123,0.123,0.050,0.081,5260000,447150,56,0
2016-6-27,00:00:00,0.071,0.085,0.067,0.080,315210000,23195910,711,0
2016-6-28,00:00:00,0.061,0.077,0.061,0.075,276980000,18668180,769,0
2016-6-29,00:00:00,0.082,0.095,0.082,0.095,171390000,15231480,487,0
2016-6-30,00:00:00,0.108,0.121,0.107,0.118,44810000,5152100,263,0
2016-7-4,00:00:00,0.125,0.143,0.123,0.135,30780000,4223620,165,0
2016-7-5,00:00:00,0.126,0.131,0.118,0.119,38930000,4933370,225,0
2016-7-6,00:00:00,0.097,0.100,0.089,0.098,143880000,13493600,412,0
2016-7-7,00:00:00,0.106,0.114,0.104,0.113,94980000,10453470,389,0
2016-7-8,00:00:00,0.107,0.108,0.098,0.104,129810000,13388830,448,0
2016-7-11,00:00:00,0.125,0.129,0.122,0.122,2800000,349290,19,0
2016-7-12,00:00:00,0.130,0.146,0.130,0.146,3820000,520890,24,0
2016-7-13,00:00:00,0.161,0.161,0.151,0.152,2240000,344420,17,0
2016-7-14,00:00:00,0.151,0.168,0.151,0.168,1860000,298580,14,0
2016-7-15,00:00:00,0.169,0.182,0.169,0.178,3180000,558800,21,0
2016-7-18,00:00:00,0.183,0.190,0.179,0.188,1810000,329630,10,0
2016-7-19,00:00:00,0.180,0.180,0.177,0.178,1400000,249700,8,0
2016-7-20,00:00:00,0.185,0.190,0.185,0.190,1200000,224000,8,0
2016-7-21,00:00:00,0.202,0.206,0.200,0.200,2390000,485130,15,0
2016-7-26,00:00:00,0.195,0.219,0.195,0.209,110000,22240,3,0
2016-7-28,00:00:00,0.207,0.207,0.207,0.210,30000,6210,1,0
2016-8-18,00:00:00,0.270,0.270,0.270,0.270,60000,16200,1,0
2016-8-25,00:00:00,0.255,0.255,0.255,0.255,100000,25500,1,0
2016-9-1,00:00:00,0.280,0.280,0.280,0.280,100000,28000,1,0
2016-9-2,00:00:00,0.295,0.295,0.295,0.295,400000,118000,2,0
2016-9-5,00:00:00,0.315,0.315,0.315,0.315,200000,63000,1,0
2016-9-7,00:00:00,0.320,0.320,0.320,0.320,200000,64000,1,0
2016-9-12,00:00:00,0.305,0.305,0.305,0.300,100000,30500,1,0
2016-9-13,00:00:00,0.310,0.310,0.310,0.300,190000,58900,1,0
2016-10-13,00:00:00,0.290,0.290,0.290,0.280,300000,87000,1,0
2016-10-14,00:00:00,0.280,0.285,0.280,0.290,400000,112500,3,0
2016-10-31,00:00:00,0.270,0.270,0.270,0.270,10000,2700,1,0
2016-11-29,00:00:00,0.270,0.270,0.270,0.270,300000,81000,2,0
2016-12-2,00:00:00,0.255,0.255,0.255,0.245,300000,76500,1,0
2016-12-15,00:00:00,0.213,0.213,0.213,0.211,500000,106500,2,0
