日期,时间,开盘价,最高价,最低价,收盘价,成交量,成交额,涨家数,跌家数
2013-3-20,00:00:00,0.036,0.036,0.036,0.035,1600000,57600,0,0
2013-3-21,00:00:00,0.035,0.037,0.035,0.037,1600000,57600,0,0
2013-3-22,00:00:00,0.042,0.042,0.042,0.038,1220000,50840,0,0
2013-3-25,00:00:00,0.043,0.043,0.041,0.041,3360000,142080,0,0
2013-3-26,00:00:00,0.036,0.037,0.033,0.036,32180000,1105800,0,0
2013-3-27,00:00:00,0.038,0.041,0.034,0.039,21200000,824100,0,0
2013-3-28,00:00:00,0.036,0.037,0.036,0.037,1360000,50020,0,0
2013-4-2,00:00:00,0.038,0.038,0.037,0.037,600000,22300,0,0
2013-4-3,00:00:00,0.043,0.043,0.040,0.042,1240000,52840,0,0
2013-4-5,00:00:00,0.036,0.036,0.025,0.027,2400000,66900,0,0
2013-4-8,00:00:00,0.023,0.027,0.022,0.025,10600000,248200,0,0
2013-4-9,00:00:00,0.028,0.029,0.027,0.026,8160000,224060,0,0
2013-4-10,00:00:00,0.025,0.025,0.025,0.025,740000,18500,0,0
2013-4-11,00:00:00,0.029,0.033,0.029,0.029,3500000,109600,0,0
2013-4-12,00:00:00,0.029,0.029,0.029,0.029,1540000,47060,0,0
2013-4-15,00:00:00,0.027,0.027,0.024,0.024,1240000,32560,0,0
2013-4-16,00:00:00,0.021,0.021,0.017,0.020,4560000,84180,0,0
2013-4-17,00:00:00,0.027,0.027,0.020,0.020,5060000,121540,0,0
2013-4-18,00:00:00,0.023,0.023,0.021,0.021,2100000,46940,0,0
2013-4-19,00:00:00,0.026,0.030,0.025,0.028,3740000,100900,0,0
2013-4-22,00:00:00,0.032,0.033,0.030,0.030,4600000,146800,0,0
2013-4-23,00:00:00,0.028,0.028,0.023,0.027,520000,12860,0,0
2013-4-24,00:00:00,0.027,0.029,0.027,0.029,2240000,64480,0,0
2013-4-25,00:00:00,0.031,0.035,0.031,0.035,3560000,116620,0,0
2013-4-26,00:00:00,0.041,0.042,0.040,0.040,2720000,111080,0,0
2013-4-29,00:00:00,0.037,0.037,0.037,0.038,560000,20780,0,0
2013-4-30,00:00:00,0.045,0.046,0.045,0.043,1140000,51540,0,0
2013-5-2,00:00:00,0.043,0.043,0.043,0.042,440000,18880,0,0
2013-5-3,00:00:00,0.041,0.041,0.040,0.040,1100000,44480,0,0
2013-5-6,00:00:00,0.043,0.044,0.043,0.044,2100000,92100,0,0
2013-5-8,00:00:00,0.055,0.055,0.055,0.055,1800000,99000,0,0
2013-5-9,00:00:00,0.056,0.056,0.053,0.053,220000,12020,0,0
2013-5-13,00:00:00,0.056,0.056,0.054,0.054,1020000,55280,0,0
2013-5-14,00:00:00,0.053,0.055,0.050,0.051,800000,41900,0,0
2013-5-15,00:00:00,0.055,0.055,0.055,0.055,1000000,55000,0,0
2013-5-16,00:00:00,0.054,0.056,0.053,0.052,2480000,135100,0,0
2013-5-20,00:00:00,0.058,0.066,0.058,0.065,2840000,180080,0,0
2013-5-21,00:00:00,0.068,0.068,0.065,0.064,3540000,238420,0,0
2013-5-22,00:00:00,0.065,0.066,0.060,0.060,12940000,802880,0,0
2013-5-23,00:00:00,0.056,0.056,0.047,0.048,28420000,1448780,0,0
2013-5-24,00:00:00,0.048,0.051,0.048,0.050,4420000,220520,0,0
2013-5-27,00:00:00,0.047,0.052,0.047,0.051,5740000,285780,0,0
2013-5-28,00:00:00,0.050,0.052,0.050,0.053,860000,43920,0,0
2013-5-29,00:00:00,0.052,0.052,0.048,0.048,6260000,310700,0,0
2013-5-30,00:00:00,0.044,0.046,0.041,0.044,10940000,480980,0,0
2013-5-31,00:00:00,0.049,0.051,0.045,0.048,6400000,308000,0,0
2013-6-3,00:00:00,0.046,0.048,0.042,0.044,19800000,908200,0,0
2013-6-4,00:00:00,0.043,0.044,0.042,0.044,9380000,411420,0,0
2013-6-5,00:00:00,0.035,0.037,0.028,0.033,41360000,1335620,0,0
2013-6-6,00:00:00,0.030,0.033,0.028,0.028,23720000,750140,0,0
2013-6-7,00:00:00,0.031,0.031,0.023,0.024,10260000,278080,0,0
2013-6-10,00:00:00,0.031,0.031,0.029,0.029,2420000,74180,0,0
2013-6-11,00:00:00,0.032,0.036,0.032,0.032,2240000,74700,0,0
2013-6-13,00:00:00,0.025,0.025,0.016,0.024,6160000,123400,0,0
2013-6-14,00:00:00,0.029,0.032,0.029,0.030,3500000,103040,0,0
2013-6-17,00:00:00,0.031,0.032,0.030,0.032,1920000,59300,0,0
2013-6-18,00:00:00,0.030,0.030,0.030,0.030,1500000,45000,0,0
2013-6-19,00:00:00,0.027,0.027,0.023,0.025,1640000,42180,0,0
2013-6-20,00:00:00,0.020,0.021,0.018,0.018,6160000,122320,0,0
2013-6-21,00:00:00,0.016,0.025,0.014,0.022,8720000,168700,0,0
2013-6-24,00:00:00,0.017,0.017,0.010,0.010,7220000,92380,0,0
2014-2-12,00:00:00,0.216,0.221,0.213,0.218,27400000,5921000,64,0
2014-2-13,00:00:00,0.214,0.214,0.205,0.205,21602000,4530728,48,0
2014-2-14,00:00:00,0.208,0.208,0.208,0.206,400000,83200,1,0
2014-2-17,00:00:00,0.214,0.214,0.214,0.215,100000,21400,1,0
2014-2-20,00:00:00,0.231,0.231,0.231,0.234,200000,46200,2,0
